,Gender,Married,Education,Self_Employed,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area_Rural,Property_Area_Semiurban,Property_Area_Urban,Dependents_0,Dependents_1,Dependents_2,Dependents_3+,TotalIncome_log,Loan_Status
329,1,1,1,0,155.0,360.0,1,0,1,0,0,0,1,0,8.553544406880734,1
331,1,0,1,0,111.0,180.0,0,0,0,1,0,1,0,0,8.526945482858915,0
332,0,0,1,0,110.0,360.0,1,0,0,1,1,0,0,0,8.348301054933943,1
333,1,1,1,0,120.0,180.0,1,0,0,1,1,0,0,0,8.655214489313613,1
334,1,1,1,0,130.0,360.0,1,1,0,0,0,0,0,1,9.52850315168155,1
335,1,0,1,0,71.0,480.0,1,0,0,1,1,0,0,0,8.029139637992444,0
336,1,1,1,0,130.0,360.0,1,0,0,1,0,0,1,0,8.592504724713873,1
337,1,1,1,0,128.0,360.0,1,0,1,0,1,0,0,0,8.671286726753637,1
338,1,0,1,0,296.0,360.0,1,0,1,0,1,0,0,0,9.227492430793749,1
339,0,0,1,0,156.0,360.0,1,0,0,1,1,0,0,0,8.699531414737972,1
340,1,0,1,1,128.0,360.0,1,0,0,1,1,0,0,0,8.877256388735983,1
341,1,1,1,0,100.0,360.0,1,0,0,1,0,0,1,0,8.426414727857363,0
342,1,0,1,0,113.0,180.0,1,0,0,1,0,1,0,0,8.207156437947658,1
343,1,0,0,0,132.0,360.0,1,0,1,0,1,0,0,0,8.28045768658256,1
344,1,1,1,0,136.0,360.0,1,0,0,1,1,0,0,0,8.465899897028686,1
345,1,1,1,0,125.0,360.0,1,1,0,0,1,0,0,0,8.610337390814054,1
346,1,0,1,0,185.0,360.0,1,1,0,0,0,0,0,1,9.123376266596505,1
347,1,1,1,0,275.0,360.0,1,1,0,0,0,0,0,1,9.159478563432593,1
348,1,1,0,0,113.0,180.0,1,0,1,0,0,0,1,0,8.193676665955241,1
349,1,1,1,0,113.0,360.0,1,0,0,1,0,0,1,0,8.411832675758411,1
350,0,0,1,0,71.0,360.0,0,0,0,1,1,0,0,0,8.064667921820671,0
351,1,1,1,0,95.0,360.0,1,0,0,1,1,0,0,0,8.410053315858335,1
352,1,0,0,0,109.0,360.0,1,1,0,0,1,0,0,0,8.624791202014256,1
353,0,0,1,0,103.0,360.0,0,0,1,0,1,0,0,0,8.101677747454572,0
354,1,1,0,0,45.0,180.0,0,0,0,1,0,0,1,0,7.968700313920488,0
355,1,0,0,0,65.0,300.0,1,1,0,0,1,0,0,0,7.921209018568924,0
356,1,0,1,0,103.0,360.0,1,0,1,0,1,0,0,0,10.021270588192511,1
357,0,0,0,0,53.0,360.0,1,0,1,0,1,0,0,0,7.5822801354139875,1
358,0,0,1,1,194.0,360.0,1,1,0,0,1,0,0,0,8.91477396636085,0
359,0,0,1,0,115.0,360.0,1,0,1,0,1,0,0,0,8.422244946105721,1
360,1,1,0,0,115.0,360.0,1,0,0,1,1,0,0,0,8.426611813185,1
361,0,0,0,0,66.0,360.0,1,1,0,0,1,0,0,0,7.702149526558366,1
362,1,1,1,0,152.0,300.0,0,0,1,0,0,1,0,0,9.024022841904882,0
364,0,0,0,1,62.0,360.0,1,0,1,0,0,1,0,0,8.260260151112606,0
365,1,1,0,0,218.0,360.0,0,1,0,0,1,0,0,0,8.71540450143141,0
366,1,1,0,0,110.0,360.0,1,1,0,0,1,0,0,0,8.363109176033522,1
367,0,1,0,0,178.0,360.0,0,0,1,0,1,0,0,0,8.591558273371545,0
368,0,0,1,0,60.0,360.0,1,0,0,1,1,0,0,0,8.004732898973787,1
369,0,0,1,0,160.0,360.0,1,0,0,1,0,1,0,0,7.863305184808409,0
370,1,1,1,1,239.0,360.0,1,0,0,1,0,0,1,0,9.980448593672257,0
371,1,1,1,0,112.0,360.0,1,1,0,0,1,0,0,0,8.242229891372231,1
372,1,1,1,0,138.0,360.0,1,0,1,0,1,0,0,0,8.44741429680832,1
373,1,1,1,0,138.0,360.0,1,1,0,0,1,0,0,0,8.670617893499697,1
374,0,0,0,0,80.0,360.0,0,0,0,1,1,0,0,0,7.90842392332012,0
375,1,1,1,0,100.0,360.0,1,0,0,1,1,0,0,0,8.171599480345463,1
376,1,1,1,0,110.0,360.0,0,0,0,1,0,1,0,0,9.095714846134879,0
377,1,1,1,0,96.0,360.0,1,0,1,0,1,0,0,0,9.607780028794608,1
378,1,1,1,0,121.0,360.0,1,1,0,0,1,0,0,0,8.848796450925947,1
379,0,0,0,0,81.0,360.0,1,1,0,0,0,1,0,0,8.435136790956939,0
380,1,1,1,0,133.0,360.0,1,0,1,0,0,0,1,0,8.688639156101486,1
381,1,1,1,0,87.0,360.0,1,1,0,0,1,0,0,0,7.984844261119869,1
382,1,0,0,0,60.0,180.0,1,0,0,1,1,0,0,0,7.907320414049012,1
383,0,0,1,1,150.0,360.0,1,0,1,0,0,1,0,0,9.062315888628861,1
384,1,0,1,0,105.0,360.0,0,1,0,0,1,0,0,0,8.779572840380771,0
386,1,1,1,0,143.0,360.0,1,0,1,0,1,0,0,0,8.469052816088302,1
387,1,0,1,0,100.0,360.0,1,0,0,1,1,0,0,0,8.229537785275573,1
388,1,0,1,0,50.0,360.0,1,0,1,0,1,0,0,0,8.236685322712457,1
389,1,0,1,1,187.0,360.0,0,0,0,1,1,0,0,0,9.251107965016704,0
390,0,1,0,1,138.0,360.0,1,1,0,0,1,0,0,0,8.873762129736573,1
391,1,0,1,0,187.0,360.0,1,0,1,0,1,0,0,0,9.07383312732152,1
392,1,1,1,0,180.0,360.0,1,1,0,0,1,0,0,0,9.1833801903934,1
393,1,0,0,0,148.0,360.0,1,0,1,0,0,0,0,1,8.809862805379057,1
395,1,1,1,1,130.0,360.0,1,1,0,0,0,1,0,0,8.450198322591959,1
396,1,1,0,0,110.0,360.0,1,1,0,0,0,0,1,0,8.445074009538214,1
397,1,1,1,0,55.0,360.0,1,1,0,0,1,0,0,0,8.500047032581268,0
398,1,1,1,0,150.0,360.0,0,1,0,0,0,0,1,0,8.527143522269405,0
399,1,1,0,0,125.0,360.0,0,1,0,0,0,0,1,0,8.1786387885907,0
400,1,1,1,0,149.0,360.0,0,1,0,0,1,0,0,0,8.644882552557126,0
401,1,1,1,0,90.0,180.0,0,1,0,0,1,0,0,0,8.506940814951886,1
402,1,0,1,1,84.0,360.0,1,0,1,0,1,0,0,0,8.865749266351216,1
403,1,1,1,0,96.0,360.0,1,0,1,0,0,0,1,0,8.25818927465095,1
404,1,1,1,0,118.0,360.0,1,0,0,1,1,0,0,0,8.366626082920332,1
405,1,1,1,0,173.0,360.0,1,0,0,1,1,0,0,0,8.744647438317532,0
406,1,0,1,0,136.0,360.0,1,1,0,0,0,0,1,0,8.378873208917058,1
407,1,1,1,0,160.0,360.0,1,0,1,0,1,0,0,0,9.028110810950487,0
408,1,1,1,0,128.0,180.0,1,0,0,1,0,0,0,1,8.954169886396953,1
409,1,1,1,0,153.0,360.0,1,1,0,0,1,0,0,0,8.556990661290303,1
410,0,0,0,0,132.0,360.0,1,0,1,0,0,1,0,0,8.554700899752639,1
411,1,0,1,0,98.0,360.0,0,0,1,0,1,0,0,0,8.334735625373444,0
412,1,0,1,0,140.0,360.0,1,1,0,0,1,0,0,0,8.699531414737972,1
413,1,1,0,0,70.0,180.0,0,0,0,1,0,0,0,1,8.436200032206706,0
414,1,1,1,0,110.0,360.0,1,0,1,0,1,0,0,0,9.72269083258734,1
415,0,1,0,0,98.0,360.0,1,0,1,0,0,0,1,0,8.047829357457841,1
416,1,1,1,0,110.0,360.0,1,0,0,1,1,0,0,0,8.822322177471738,0
417,1,1,1,1,162.0,360.0,1,0,1,0,0,1,0,0,8.617762246337932,1
418,1,1,0,0,113.0,180.0,0,1,0,0,0,1,0,0,8.331586243630754,0
419,1,1,1,0,100.0,360.0,1,0,1,0,0,0,0,1,8.453422375517574,1
420,1,0,1,0,162.0,360.0,1,1,0,0,0,0,1,0,9.228180290104513,1
421,1,1,1,1,150.0,360.0,1,1,0,0,0,0,1,0,9.772182251758139,1
422,1,1,1,0,230.0,300.0,1,0,1,0,0,0,1,0,9.041921720351219,1
423,1,1,1,0,132.0,360.0,0,0,1,0,0,0,1,0,8.464846711044029,0
424,1,1,1,1,86.0,360.0,1,0,1,0,0,1,0,0,9.847816267665664,1
425,0,0,0,0,154.0,360.0,1,1,0,0,1,0,0,0,8.377954112324245,1
426,1,1,0,0,113.0,360.0,1,1,0,0,0,0,0,1,8.03757549477444,1
427,1,1,1,0,128.0,360.0,1,0,1,0,1,0,0,0,8.562740006372207,1
428,1,1,1,0,234.0,360.0,1,0,1,0,1,0,0,0,9.290361540956225,1
429,1,1,1,0,246.0,360.0,1,0,1,0,0,0,1,0,9.02799081479022,1
430,1,1,0,0,131.0,360.0,1,1,0,0,0,1,0,0,8.387995252944556,1
431,1,0,1,0,80.0,360.0,0,1,0,0,0,0,1,0,8.17388564721523,0
433,1,1,1,1,160.0,360.0,1,0,1,0,0,0,1,0,8.804775258867686,1
434,1,0,1,0,75.0,360.0,1,0,0,1,1,0,0,0,7.7977431024352395,0
435,1,0,0,0,110.0,360.0,1,1,0,0,1,0,0,0,8.213679795591737,1
436,0,0,0,1,225.0,360.0,1,0,1,0,1,0,0,0,9.756326554535681,1
437,1,1,1,0,119.0,360.0,0,1,0,0,1,0,0,0,8.657650544111494,0
438,0,1,1,0,105.0,84.0,1,0,1,0,0,1,0,0,8.352082671352637,1
439,1,1,0,0,107.0,360.0,1,1,0,0,1,0,0,0,8.366370301681654,1
440,1,1,1,1,95.0,360.0,1,0,1,0,0,1,0,0,7.970774931724859,1
441,1,0,1,0,209.0,360.0,0,1,0,0,1,0,0,0,9.277905558138606,0
442,0,0,1,0,113.0,480.0,1,1,0,0,1,0,0,0,8.372860820526318,1
443,0,0,1,0,100.0,360.0,1,0,1,0,1,0,0,0,8.058042455888268,1
444,1,1,1,0,208.0,360.0,1,0,1,0,0,0,1,0,9.258082367961604,1
445,1,1,0,0,124.0,300.0,1,0,1,0,1,0,0,0,8.574895901544526,1
446,1,1,1,0,243.0,360.0,1,1,0,0,0,0,1,0,8.97790377375038,1
447,1,0,1,0,96.0,360.0,1,0,0,1,1,0,0,0,8.183983626488473,0
448,1,1,1,1,188.0,360.0,1,0,0,1,1,0,0,0,8.61104776688786,1
449,0,0,1,0,40.0,360.0,1,0,0,1,0,1,0,0,9.492665622241208,1
450,1,0,0,0,100.0,360.0,1,1,0,0,1,0,0,0,8.493924564476883,0
451,1,1,1,0,250.0,360.0,1,0,1,0,0,1,0,0,8.995784837848506,1
452,1,1,1,0,148.0,360.0,1,0,0,1,0,0,1,0,8.578852571802965,1
453,1,1,1,0,70.0,180.0,1,0,1,0,1,0,0,0,9.082052351674651,0
455,1,1,1,0,150.0,360.0,1,1,0,0,0,0,0,1,8.83840674707681,1
456,0,1,1,0,113.0,480.0,1,0,1,0,0,0,1,0,8.206037762778815,1
457,1,1,0,0,123.0,360.0,0,0,1,0,1,0,0,0,8.491670234185152,0
458,1,0,1,0,185.0,360.0,1,0,1,0,1,0,0,0,8.794521851788527,0
459,0,0,0,0,95.0,360.0,1,1,0,0,1,0,0,0,8.131560121936442,0
460,1,1,0,0,45.0,360.0,1,0,1,0,0,0,1,0,8.277411998949004,1
461,1,0,1,0,55.0,360.0,1,0,1,0,1,0,0,0,7.824086010056313,1
462,1,1,1,1,100.0,360.0,1,1,0,0,0,0,0,1,8.867990898182093,1
465,1,1,1,0,110.0,360.0,1,0,1,0,1,0,0,0,8.236182151398495,1
466,1,1,0,0,161.0,360.0,0,0,1,0,0,1,0,0,8.812099108957337,1
467,1,0,0,0,94.0,360.0,1,0,1,0,0,1,0,0,8.289288323000317,1
468,1,0,0,0,130.0,360.0,1,0,1,0,1,0,0,0,8.822189503576608,1
469,1,1,1,0,100.0,360.0,1,0,0,1,0,0,0,1,8.361965264900393,1
470,1,0,1,0,110.0,360.0,0,1,0,0,0,0,1,0,8.185378093470352,0
471,0,0,0,1,125.0,360.0,1,0,0,1,1,0,0,0,9.80725744973236,1
472,1,0,0,0,126.0,360.0,1,1,0,0,1,0,0,0,8.432070937999402,1
474,1,0,1,0,107.0,360.0,1,0,1,0,0,0,1,0,8.193427878791375,1
475,1,1,0,0,66.0,360.0,1,1,0,0,1,0,0,0,8.146998697389993,0
476,1,1,1,0,157.0,180.0,1,1,0,0,0,0,0,1,8.766721581235139,1
477,0,1,1,0,140.0,180.0,1,0,1,0,0,1,0,0,8.916371914881694,1
478,0,0,1,0,99.0,360.0,0,0,1,0,1,0,0,0,7.667672863175935,0
479,0,0,1,0,95.0,360.0,1,0,1,0,0,1,0,0,8.203057623596269,1
480,1,1,0,0,128.0,360.0,1,0,0,1,0,1,0,0,8.46863300080086,1
481,1,1,1,0,155.0,360.0,1,1,0,0,1,0,0,0,8.45914025996762,1
482,1,0,0,0,80.0,36.0,1,0,1,0,1,0,0,0,8.119130616824814,0
483,1,0,1,0,145.0,360.0,1,1,0,0,1,0,0,0,8.368461137615839,1
484,0,0,1,0,103.0,360.0,0,0,1,0,1,0,0,0,8.517213191216241,0
485,1,1,1,0,110.0,360.0,1,1,0,0,1,0,0,0,8.476579508530941,1
486,1,1,1,0,158.0,360.0,1,0,0,1,0,1,0,0,8.792245847467877,1
487,1,1,0,0,181.0,360.0,0,0,0,1,1,0,0,0,8.473659189392508,0
488,1,1,1,0,132.0,180.0,0,1,0,0,1,0,0,0,8.969414650866176,0
489,1,1,1,0,26.0,360.0,1,0,1,0,0,1,0,0,8.779557455883728,1
490,1,1,1,1,260.0,360.0,1,0,1,0,0,0,0,1,9.224154515809554,1
491,1,1,1,0,162.0,360.0,1,0,1,0,1,0,0,0,8.78813593986372,1
492,0,1,1,0,182.0,360.0,1,0,1,0,1,0,0,0,8.777401286867264,1
493,1,1,0,0,108.0,360.0,1,0,1,0,0,0,1,0,8.27308133366583,1
495,1,1,1,0,211.0,360.0,1,1,0,0,1,0,0,0,8.984317679911129,1
496,1,0,0,1,132.0,360.0,1,0,1,0,1,0,0,0,8.66563043776519,1
497,1,1,1,0,258.0,360.0,0,0,0,1,0,0,1,0,9.082404722508814,0
498,1,0,1,0,70.0,360.0,1,0,0,1,1,0,0,0,8.111658080857959,1
499,1,1,1,0,123.0,360.0,0,1,0,0,0,0,0,1,8.68270762989381,0
500,0,0,1,0,9.0,360.0,1,0,0,1,1,0,0,0,7.774057128511219,0
501,1,1,1,0,104.0,360.0,0,0,0,1,1,0,0,0,8.56216655705897,0
502,1,1,1,0,186.0,360.0,1,0,0,1,0,1,0,0,8.550047528287184,1
503,1,1,1,0,165.0,360.0,0,0,0,1,1,0,0,0,8.789812386190972,0
504,1,1,1,0,275.0,360.0,1,0,0,1,0,0,1,0,9.72113199516416,1
505,1,1,0,0,187.0,480.0,1,0,1,0,0,0,1,0,8.955448122347393,0
506,1,1,1,0,150.0,360.0,1,0,1,0,0,0,0,1,8.765005940412546,0
507,1,1,1,0,108.0,84.0,1,0,0,1,0,0,1,0,8.194229304819817,1
508,1,1,1,0,136.0,360.0,0,0,1,0,1,0,0,0,8.574895901544526,0
509,1,0,1,0,110.0,360.0,1,0,0,1,1,0,0,0,8.694167141883597,1
510,1,1,1,0,107.0,360.0,1,1,0,0,0,1,0,0,8.297543529356284,1
511,1,0,1,0,161.0,360.0,1,0,0,1,1,0,0,0,8.715880102296456,1
512,1,1,1,0,205.0,360.0,1,0,1,0,0,0,1,0,8.785707734854224,1
514,0,1,1,0,36.0,360.0,1,0,1,0,1,0,0,0,8.06025582553911,1
515,1,1,1,0,146.0,360.0,0,1,0,0,0,1,0,0,8.456168489578463,0
516,1,1,1,0,172.0,84.0,1,1,0,0,0,1,0,0,8.893298144217916,0
517,1,1,1,0,104.0,360.0,1,0,0,1,1,0,0,0,8.247743887225516,1
518,0,0,0,0,70.0,360.0,1,0,1,0,1,0,0,0,7.680221828746337,1
519,1,0,1,0,94.0,360.0,1,0,1,0,1,0,0,0,8.465920949438662,1
520,1,1,1,1,106.0,360.0,0,0,1,0,0,0,1,0,7.910627295369411,0
521,1,1,1,0,56.0,180.0,1,0,1,0,1,0,0,0,8.766550149546351,1
522,1,1,1,1,205.0,240.0,1,0,1,0,0,0,1,0,8.699531414737972,0
523,1,0,1,1,292.0,360.0,1,0,1,0,0,0,0,1,9.14389069240487,1
524,1,1,1,0,142.0,180.0,1,1,0,0,1,0,0,0,8.876125585396185,1
525,1,1,1,1,260.0,360.0,1,0,0,1,1,0,0,0,9.687822219515324,1
526,1,0,0,0,110.0,360.0,1,1,0,0,1,0,0,0,8.251429154265388,1
527,1,1,0,1,187.0,360.0,1,1,0,0,0,0,1,0,8.906935339059165,0
528,1,0,1,0,88.0,360.0,0,0,1,0,1,0,0,0,8.002058296062149,0
529,1,1,1,1,180.0,360.0,1,1,0,0,1,0,0,0,9.206643547131893,1
530,1,1,1,0,192.0,360.0,1,0,0,1,0,0,1,0,8.662176262554825,1
531,1,1,0,0,155.0,360.0,1,1,0,0,1,0,0,0,8.645762292210945,1
532,1,1,1,0,128.0,360.0,1,0,0,1,0,0,0,1,8.648765165633705,1
533,1,0,1,0,172.0,360.0,1,1,0,0,1,0,0,0,8.984317679911129,1
535,1,1,1,0,173.0,360.0,1,0,1,0,0,1,0,0,8.68270762989381,1
536,1,1,0,0,157.0,360.0,1,1,0,0,0,0,1,0,8.59378379357795,1
537,1,1,1,0,108.0,360.0,1,1,0,0,1,0,0,0,8.552946361122055,1
538,0,0,1,0,71.0,360.0,1,1,0,0,1,0,0,0,7.972500498138669,1
539,1,1,1,0,40.0,180.0,1,1,0,0,0,0,0,1,8.32022895188533,1
540,1,1,1,0,253.0,360.0,1,0,0,1,0,1,0,0,9.025455532779063,1
541,1,1,1,0,187.0,360.0,1,0,0,1,0,0,1,0,8.933677366006835,1
542,0,0,1,1,133.0,360.0,0,0,1,0,1,0,0,0,8.430130904039787,0
